ISCO-08,ONET-SOC,Job title
7233,53-5011.00,Sailors and Marine Oilers
7233,53-5031.00,Ship Engineers
7233,47-5022.00,"Excavating and Loading Machine and Dragline Operators, Surface Mining"
7233,47-5041.00,Continuous Mining Machine Operators
7233,47-5043.00,"Roof Bolters, Mining"
7233,51-4052.00,"Pourers and Casters, Metal"
7233,51-4071.00,Foundry Mold and Coremakers
7233,51-4072.00,"Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic"
7233,49-9044.00,Millwrights
7233,49-9071.00,"Maintenance and Repair Workers, General"
7233,49-9012.00,"Control and Valve Installers and Repairers, Except Mechanical Door"
7233,49-3023.00,Automotive Service Technicians and Mechanics
7233,51-9198.00,Helpers--Production Workers
7233,53-6031.00,Automotive and Watercraft Service Attendants
7233,19-4012.01,Precision Agriculture Technicians
7233,45-2091.00,Agricultural Equipment Operators
7233,19-4012.00,Agricultural Technicians
7233,45-3031.00,Fishing and Hunting Workers
7233,45-4011.00,Forest and Conservation Workers
7233,45-4021.00,Fallers
7233,45-4022.00,Logging Equipment Operators
7233,47-2011.00,Boilermakers
7233,49-9096.00,Riggers
7234,49-3091.00,Bicycle Repairers
7311,49-9062.00,Medical Equipment Repairers
7311,49-9064.00,Watch and Clock Repairers
7311,51-2061.00,Timing Device Assemblers and Adjusters
7311,17-3029.08,Photonics Technicians
7311,29-1041.00,Optometrists
7311,29-2057.00,Ophthalmic Medical Technicians
7311,29-2081.00,"Opticians, Dispensing"
7311,49-9061.00,Camera and Photographic Equipment Repairers
7311,51-9083.00,Ophthalmic Laboratory Technicians
7311,17-3028.00,Calibration Technologists and Technicians
7311,29-2055.00,Surgical Technologists
7311,31-9099.02,Endoscopy Technicians
7311,49-9091.00,"Coin, Vending, and Amusement Machine Servicers and Repairers"
7311,49-9094.00,Locksmiths and Safe Repairers
7312,49-9063.00,Musical Instrument Repairers and Tuners
7312,27-4011.00,Audio and Video Technicians
7312,27-1012.00,Craft Artists
7312,49-9064.00,Watch and Clock Repairers
7313,51-9071.00,Jewelers and Precious Stone and Metal Workers
7313,51-9071.06,Gem and Diamond Workers
7313,51-9194.00,Etchers and Engravers
7313,51-4033.00,"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic"
7313,51-9022.00,"Grinding and Polishing Workers, Hand"
7313,51-9195.03,"Stone Cutters and Carvers, Manufacturing"
7314,49-9045.00,"Refractory Materials Repairers, Except Brickmasons"
7314,51-9195.00,"Molders, Shapers, and Casters, Except Metal and Plastic"
7314,51-9195.05,"Potters, Manufacturing"
7314,47-2021.00,Brickmasons and Blockmasons
7315,51-9195.04,"Glass Blowers, Molders, Benders, and Finishers"
7315,47-2121.00,Glaziers
7315,49-3022.00,Automotive Glass Installers and Repairers
7315,49-9045.00,"Refractory Materials Repairers, Except Brickmasons"
7316,27-1012.00,Craft Artists
7316,51-9194.00,Etchers and Engravers
7316,27-1013.00,"Fine Artists, Including Painters, Sculptors, and Illustrators"
7316,51-9123.00,"Painting, Coating, and Decorating Workers"
7316,51-9195.05,"Potters, Manufacturing"
7316,51-9195.04,"Glass Blowers, Molders, Benders, and Finishers"
7316,51-9195.03,"Stone Cutters and Carvers, Manufacturing"
7316,47-4051.00,Highway Maintenance Workers
7316,53-6041.00,Traffic Technicians
7317,27-1012.00,Craft Artists
7317,51-9196.00,"Paper Goods Machine Setters, Operators, and Tenders"
7317,51-9199.00,"Production Workers, All Other"
7317,51-4061.00,"Model Makers, Metal and Plastic"
7317,51-2099.00,"Assemblers and Fabricators, All Other"
7317,51-7011.00,Cabinetmakers and Bench Carpenters
7317,51-7021.00,Furniture Finishers
7317,51-7031.00,"Model Makers, Wood"
7317,51-7032.00,"Patternmakers, Wood"
7318,47-2041.00,Carpet Installers
7318,27-1012.00,Craft Artists
7318,51-6063.00,"Textile Knitting and Weaving Machine Setters, Operators, and Tenders"
7318,45-3031.00,Fishing and Hunting Workers
7318,51-6041.00,Shoe and Leather Workers and Repairers
7319,39-4011.00,Embalmers
7319,49-3091.00,Bicycle Repairers
7319,49-9031.00,Home Appliance Repairers
7319,49-9043.00,"Maintenance Workers, Machinery"
7319,49-9061.00,Camera and Photographic Equipment Repairers
7321,51-5111.00,Prepress Technicians and Workers
7321,51-5112.00,Printing Press Operators
7321,43-9071.00,"Office Machine Operators, Except Computer"
7321,43-9081.00,Proofreaders and Copy Markers
7321,43-9021.00,Data Entry Keyers
7321,51-9194.00,Etchers and Engravers
7321,43-9022.00,Word Processors and Typists
7321,43-9031.00,Desktop Publishers
7322,51-5112.00,Printing Press Operators
7322,51-9199.00,"Production Workers, All Other"
7322,43-9071.00,"Office Machine Operators, Except Computer"
7322,51-9194.00,Etchers and Engravers
7322,51-6099.00,"Textile, Apparel, and Furnishings Workers, All Other"
7322,43-4021.00,Correspondence Clerks
7322,43-5052.00,Postal Service Mail Carriers
7322,43-9021.00,Data Entry Keyers
7322,43-9051.00,"Mail Clerks and Mail Machine Operators, Except Postal Service"
7323,43-9071.00,"Office Machine Operators, Except Computer"
7323,51-5113.00,Print Binding and Finishing Workers
7323,43-9051.00,"Mail Clerks and Mail Machine Operators, Except Postal Service"
7323,51-9196.00,"Paper Goods Machine Setters, Operators, and Tenders"
7323,25-4013.00,Museum Technicians and Conservators
7323,25-4022.00,Librarians and Media Collections Specialists
7323,25-4031.00,Library Technicians
7323,49-9071.00,"Maintenance and Repair Workers, General"
7323,43-5052.00,Postal Service Mail Carriers
7411,47-2111.00,Electricians
7411,47-2152.04,Solar Thermal Installers and Technicians
7411,47-2231.00,Solar Photovoltaic Installers
7411,47-3013.00,Helpers--Electricians
7411,49-2092.00,"Electric Motor, Power Tool, and Related Repairers"
7411,49-2094.00,"Electrical and Electronics Repairers, Commercial and Industrial Equipment"
7411,49-2095.00,"Electrical and Electronics Repairers, Powerhouse, Substation, and Relay"
7411,49-9051.00,Electrical Power-Line Installers and Repairers
7411,51-2023.00,Electromechanical Equipment Assemblers
7411,49-2098.00,Security and Fire Alarm Systems Installers
7411,17-3028.00,Calibration Technologists and Technicians
7411,49-9012.00,"Control and Valve Installers and Repairers, Except Mechanical Door"
7411,49-9091.00,"Coin, Vending, and Amusement Machine Servicers and Repairers"
7411,17-2199.11,Solar Energy Systems Engineers
7411,47-1011.03,Solar Energy Installation Managers
7411,47-4099.03,Weatherization Installers and Technicians
7411,49-9099.01,Geothermal Technicians
7412,47-4021.00,Elevator and Escalator Installers and Repairers
7412,49-2092.00,"Electric Motor, Power Tool, and Related Repairers"
7412,49-3053.00,Outdoor Power Equipment and Other Small Engine Mechanics
7412,49-3092.00,Recreational Vehicle Service Technicians
7412,49-9011.00,Mechanical Door Repairers
7412,49-9012.00,"Control and Valve Installers and Repairers, Except Mechanical Door"
7412,49-9031.00,Home Appliance Repairers
7412,49-9081.00,Wind Turbine Service Technicians
7412,49-9099.01,Geothermal Technicians
7412,49-2096.00,"Electronic Equipment Installers and Repairers, Motor Vehicles"
7412,49-3091.00,Bicycle Repairers
7412,49-9041.00,Industrial Machinery Mechanics
7412,49-9043.00,"Maintenance Workers, Machinery"
7412,49-9064.00,Watch and Clock Repairers
7412,49-9071.00,"Maintenance and Repair Workers, General"
7412,49-9091.00,"Coin, Vending, and Amusement Machine Servicers and Repairers"
7412,49-9094.00,Locksmiths and Safe Repairers
7412,49-9098.00,"Helpers--Installation, Maintenance, and Repair Workers"
7412,51-4111.00,Tool and Die Makers
7412,47-2111.00,Electricians
7412,49-3043.00,Rail Car Repairers
7412,49-9097.00,Signal and Track Switch Repairers
7412,33-9092.00,"Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers"
7412,39-3091.00,Amusement and Recreation Attendants
7412,49-3023.00,Automotive Service Technicians and Mechanics
7412,51-2023.00,Electromechanical Equipment Assemblers
7412,47-3013.00,Helpers--Electricians
7412,49-2094.00,"Electrical and Electronics Repairers, Commercial and Industrial Equipment"
7412,51-2022.00,Electrical and Electronic Equipment Assemblers
7412,27-4015.00,Lighting Technicians
7412,49-2098.00,Security and Fire Alarm Systems Installers
7412,47-5043.00,"Roof Bolters, Mining"
7413,49-9051.00,Electrical Power-Line Installers and Repairers
7413,47-2111.00,Electricians
7413,47-3013.00,Helpers--Electricians
7413,49-2095.00,"Electrical and Electronics Repairers, Powerhouse, Substation, and Relay"
7413,49-9052.00,Telecommunications Line Installers and Repairers
7413,51-8012.00,Power Distributors and Dispatchers
7413,51-8013.00,Power Plant Operators
7413,49-2022.00,"Telecommunications Equipment Installers and Repairers, Except Line Installers"
7421,49-2091.00,Avionics Technicians
7421,49-2093.00,"Electrical and Electronics Installers and Repairers, Transportation Equipment"
7421,49-2094.00,"Electrical and Electronics Repairers, Commercial and Industrial Equipment"
7421,49-2096.00,"Electronic Equipment Installers and Repairers, Motor Vehicles"
7421,49-9061.00,Camera and Photographic Equipment Repairers
7421,49-2011.00,"Computer, Automated Teller, and Office Machine Repairers"
7421,49-9031.00,Home Appliance Repairers
7421,49-9064.00,Watch and Clock Repairers
7421,49-9091.00,"Coin, Vending, and Amusement Machine Servicers and Repairers"
7421,17-3021.00,Aerospace Engineering and Operations Technologists and Technicians
7421,49-3011.00,Aircraft Mechanics and Service Technicians
7421,51-2011.00,"Aircraft Structure, Surfaces, Rigging, and Systems Assemblers"
7421,15-1232.00,Computer User Support Specialists
7421,49-9097.00,Signal and Track Switch Repairers
7421,49-2021.00,"Radio, Cellular, and Tower Equipment Installers and Repairers"
7421,49-2022.00,"Telecommunications Equipment Installers and Repairers, Except Line Installers"
7421,49-2098.00,Security and Fire Alarm Systems Installers
7421,49-2092.00,"Electric Motor, Power Tool, and Related Repairers"
7421,49-3023.00,Automotive Service Technicians and Mechanics
7422,49-2011.00,"Computer, Automated Teller, and Office Machine Repairers"
7422,49-2022.00,"Telecommunications Equipment Installers and Repairers, Except Line Installers"
7422,49-2097.00,Audiovisual Equipment Installers and Repairers
7422,49-2098.00,Security and Fire Alarm Systems Installers
7422,49-9052.00,Telecommunications Line Installers and Repairers
7422,15-1241.01,Telecommunications Engineering Specialists
7422,49-2021.00,"Radio, Cellular, and Tower Equipment Installers and Repairers"
7422,49-2093.00,"Electrical and Electronics Installers and Repairers, Transportation Equipment"
7422,15-1232.00,Computer User Support Specialists
7422,49-9031.00,Home Appliance Repairers
7422,49-9061.00,Camera and Photographic Equipment Repairers
7422,49-2096.00,"Electronic Equipment Installers and Repairers, Motor Vehicles"
7422,49-3091.00,Bicycle Repairers
7422,49-9091.00,"Coin, Vending, and Amusement Machine Servicers and Repairers"
7422,27-4012.00,Broadcast Technicians
7422,43-2021.00,Telephone Operators
7422,43-5031.00,Public Safety Telecommunicators
7422,49-9094.00,Locksmiths and Safe Repairers
7511,51-3021.00,Butchers and Meat Cutters
7511,51-3022.00,"Meat, Poultry, and Fish Cutters and Trimmers"
7511,51-3023.00,Slaughterers and Meat Packers
7511,35-3023.00,Fast Food and Counter Workers
7512,51-3011.00,Bakers
7512,51-3093.00,Food Cooking Machine Operators and Tenders
7513,51-3099.00,"Food Processing Workers, All Other"
7514,51-3093.00,Food Cooking Machine Operators and Tenders
7514,51-3099.00,"Food Processing Workers, All Other"
7514,51-9041.00,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders"
7515,45-2041.00,"Graders and Sorters, Agricultural Products"
7515,19-4013.00,Food Science Technicians
7515,45-2011.00,Agricultural Inspectors
7515,19-1012.00,Food Scientists and Technologists
7515,51-3099.00,"Food Processing Workers, All Other"
7516,51-3091.00,"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders"
7516,45-2041.00,"Graders and Sorters, Agricultural Products"
7521,51-3091.00,"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders"
7521,51-9051.00,"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders"
7521,51-7042.00,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing"
7522,51-7011.00,Cabinetmakers and Bench Carpenters
7522,51-7021.00,Furniture Finishers
7522,51-7031.00,"Model Makers, Wood"
7522,27-1012.00,Craft Artists
7522,51-7099.00,"Woodworkers, All Other"
7522,49-3022.00,Automotive Glass Installers and Repairers
7522,51-9123.00,"Painting, Coating, and Decorating Workers"
7522,51-6093.00,Upholsterers
7522,41-9012.00,Models
7522,51-4061.00,"Model Makers, Metal and Plastic"
7523,51-7042.00,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing"
7523,51-4032.00,"Drilling and Boring Machine Tool Setters, Operators, and Tenders, Metal and Plastic"
7523,51-7011.00,Cabinetmakers and Bench Carpenters
7523,47-2043.00,Floor Sanders and Finishers
7523,51-4033.00,"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic"
7523,51-9022.00,"Grinding and Polishing Workers, Hand"
7523,51-4034.00,"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic"
7531,51-6052.00,"Tailors, Dressmakers, and Custom Sewers"
7531,39-3092.00,Costume Attendants
7531,51-6031.00,Sewing Machine Operators
7531,45-2041.00,"Graders and Sorters, Agricultural Products"
7531,51-6021.00,"Pressers, Textile, Garment, and Related Materials"
7531,51-6051.00,"Sewers, Hand"
7531,39-5012.00,"Hairdressers, Hairstylists, and Cosmetologists"
7532,51-6092.00,Fabric and Apparel Patternmakers
7532,51-6062.00,"Textile Cutting Machine Setters, Operators, and Tenders"
7532,51-9031.00,"Cutters and Trimmers, Hand"
7532,27-1022.00,Fashion Designers
7532,51-4062.00,"Patternmakers, Metal and Plastic"
7533,51-6051.00,"Sewers, Hand"
7533,51-4061.00,"Model Makers, Metal and Plastic"
7533,51-6031.00,Sewing Machine Operators
7533,51-6099.00,"Textile, Apparel, and Furnishings Workers, All Other"
7533,27-1012.00,Craft Artists
7533,51-6052.00,"Tailors, Dressmakers, and Custom Sewers"
7534,51-6093.00,Upholsterers
7534,51-2011.00,"Aircraft Structure, Surfaces, Rigging, and Systems Assemblers"
7534,51-6051.00,"Sewers, Hand"
7534,51-9199.00,"Production Workers, All Other"
7534,51-7021.00,Furniture Finishers
7534,49-3021.00,Automotive Body and Related Repairers
7535,51-9061.00,"Inspectors, Testers, Sorters, Samplers, and Weighers"
7536,51-6041.00,Shoe and Leather Workers and Repairers
7536,51-9123.00,"Painting, Coating, and Decorating Workers"
7536,51-6062.00,"Textile Cutting Machine Setters, Operators, and Tenders"
7536,51-9031.00,"Cutters and Trimmers, Hand"
7536,51-9032.00,"Cutting and Slicing Machine Setters, Operators, and Tenders"
7536,51-6051.00,"Sewers, Hand"
7536,51-6042.00,Shoe Machine Operators and Tenders
7536,27-1022.00,Fashion Designers
7536,51-4062.00,"Patternmakers, Metal and Plastic"
7536,29-1024.00,Prosthodontists
7541,49-9092.00,Commercial Divers
7541,33-9092.00,"Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers"
7542,47-5032.00,"Explosives Workers, Ordnance Handling Experts, and Blasters"
7543,17-3029.01,Non-Destructive Testing Specialists
7543,45-4023.00,Log Graders and Scalers
7543,51-9061.00,"Inspectors, Testers, Sorters, Samplers, and Weighers"
7543,19-4099.01,Quality Control Analysts
7543,51-6099.00,"Textile, Apparel, and Furnishings Workers, All Other"
7543,17-3028.00,Calibration Technologists and Technicians
7543,51-2061.00,Timing Device Assemblers and Adjusters
7543,17-3027.01,Automotive Engineering Technicians
7543,53-6051.01,Aviation Inspectors
7543,53-6051.07,"Transportation Vehicle, Equipment and Systems Inspectors, Except Aviation"
7543,53-6051.00,Transportation Inspectors
7543,43-5111.00,"Weighers, Measurers, Checkers, and Samplers, Recordkeeping"
7543,45-2041.00,"Graders and Sorters, Agricultural Products"
7544,37-2021.00,Pest Control Workers
7544,37-3012.00,"Pesticide Handlers, Sprayers, and Applicators, Vegetation"
7544,37-1012.00,"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers"
7544,37-3011.00,Landscaping and Groundskeeping Workers
7544,37-3013.00,Tree Trimmers and Pruners
7549,51-9031.00,"Cutters and Trimmers, Hand"
8111,47-5012.00,"Rotary Drill Operators, Oil and Gas"
8111,47-5041.00,Continuous Mining Machine Operators
8111,47-5043.00,"Roof Bolters, Mining"
8111,47-5044.00,"Loading and Moving Machine Operators, Underground Mining"
8111,47-4071.00,Septic Tank Servicers and Sewer Pipe Cleaners
8111,53-7072.00,"Pump Operators, Except Wellhead Pumpers"
8111,47-5011.00,"Derrick Operators, Oil and Gas"
8111,47-5071.00,"Roustabouts, Oil and Gas"
8111,47-5081.00,Helpers--Extraction Workers
8111,51-4032.00,"Drilling and Boring Machine Tool Setters, Operators, and Tenders, Metal and Plastic"
8111,47-5022.00,"Excavating and Loading Machine and Dragline Operators, Surface Mining"
8111,47-5051.00,"Rock Splitters, Quarry"
8111,47-2073.00,Operating Engineers and Other Construction Equipment Operators
8112,51-9021.00,"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders"
8112,39-4012.00,Crematory Operators
8112,47-5041.00,Continuous Mining Machine Operators
8112,47-5051.00,"Rock Splitters, Quarry"
8112,51-4051.00,Metal-Refining Furnace Operators and Tenders
8112,47-2022.00,Stonemasons
8112,47-5023.00,"Earth Drillers, Except Oil and Gas"
8112,47-5081.00,Helpers--Extraction Workers
8112,51-4032.00,"Drilling and Boring Machine Tool Setters, Operators, and Tenders, Metal and Plastic"
8112,51-9195.03,"Stone Cutters and Carvers, Manufacturing"
8113,47-5011.00,"Derrick Operators, Oil and Gas"
8113,47-5012.00,"Rotary Drill Operators, Oil and Gas"
8113,47-5013.00,"Service Unit Operators, Oil and Gas"
8113,47-5023.00,"Earth Drillers, Except Oil and Gas"
8113,47-5071.00,"Roustabouts, Oil and Gas"
8113,53-7072.00,"Pump Operators, Except Wellhead Pumpers"
8113,47-5081.00,Helpers--Extraction Workers
8113,49-9092.00,Commercial Divers
8113,53-7073.00,Wellhead Pumpers
8113,51-4032.00,"Drilling and Boring Machine Tool Setters, Operators, and Tenders, Metal and Plastic"
8113,51-8092.00,Gas Plant Operators
8113,51-8093.00,"Petroleum Pump System Operators, Refinery Operators, and Gaugers"
8113,53-7071.00,Gas Compressor and Gas Pumping Station Operators
8113,53-7121.00,"Tank Car, Truck, and Ship Loaders"
8114,47-5051.00,"Rock Splitters, Quarry"
8114,47-2071.00,"Paving, Surfacing, and Tamping Equipment Operators"
8114,47-2073.00,Operating Engineers and Other Construction Equipment Operators
8114,47-2051.00,Cement Masons and Concrete Finishers
8114,51-4071.00,Foundry Mold and Coremakers
8114,47-2021.00,Brickmasons and Blockmasons
8114,47-2053.00,Terrazzo Workers and Finishers
8114,49-9045.00,"Refractory Materials Repairers, Except Brickmasons"
8114,51-4052.00,"Pourers and Casters, Metal"
8114,51-9195.00,"Molders, Shapers, and Casters, Except Metal and Plastic"
8114,51-9023.00,"Mixing and Blending Machine Setters, Operators, and Tenders"
8114,39-4011.00,Embalmers
8114,47-2022.00,Stonemasons
8114,47-2043.00,Floor Sanders and Finishers
8114,51-9021.00,"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders"
8114,51-9022.00,"Grinding and Polishing Workers, Hand"
8114,51-9195.03,"Stone Cutters and Carvers, Manufacturing"
8114,39-4012.00,Crematory Operators
8121,51-4021.00,"Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic"
8121,51-4035.00,"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic"
8121,51-4052.00,"Pourers and Casters, Metal"
8121,51-4071.00,Foundry Mold and Coremakers
8121,51-4072.00,"Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic"
8121,51-6091.00,"Extruding and Forming Machine Setters, Operators, and Tenders, Synthetic and Glass Fibers"
8121,51-9041.00,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders"
8121,51-4051.00,Metal-Refining Furnace Operators and Tenders
8121,51-4191.00,"Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic"
8121,51-9051.00,"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders"
8121,51-4022.00,"Forging Machine Setters, Operators, and Tenders, Metal and Plastic"
8121,51-4023.00,"Rolling Machine Setters, Operators, and Tenders, Metal and Plastic"
8121,51-2021.00,"Coil Winders, Tapers, and Finishers"
8122,51-4193.00,"Plating Machine Setters, Operators, and Tenders, Metal and Plastic"
8122,47-5032.00,"Explosives Workers, Ordnance Handling Experts, and Blasters"
8122,51-4033.00,"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic"
8122,51-9022.00,"Grinding and Polishing Workers, Hand"
8122,51-9124.00,"Coating, Painting, and Spraying Machine Setters, Operators, and Tenders"
8122,51-4194.00,"Tool Grinders, Filers, and Sharpeners"
8122,51-9021.00,"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders"
8122,51-9192.00,"Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders"
8122,51-4035.00,"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic"
8122,51-4081.00,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic"
8122,51-4111.00,Tool and Die Makers
8122,51-9161.00,Computer Numerically Controlled Tool Operators
8131,51-9011.00,Chemical Equipment Operators and Tenders
8131,51-9023.00,"Mixing and Blending Machine Setters, Operators, and Tenders"
8131,51-9041.00,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders"
8131,29-1051.00,Pharmacists
8131,29-2052.00,Pharmacy Technicians
8131,31-9095.00,Pharmacy Aides
8131,51-9111.00,Packaging and Filling Machine Operators and Tenders
8131,51-4051.00,Metal-Refining Furnace Operators and Tenders
8131,51-9051.00,"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders"
8131,47-5041.00,Continuous Mining Machine Operators
8131,47-5043.00,"Roof Bolters, Mining"
8131,47-5044.00,"Loading and Moving Machine Operators, Underground Mining"
8131,47-5032.00,"Explosives Workers, Ordnance Handling Experts, and Blasters"
8131,51-8091.00,Chemical Plant and System Operators
8131,53-7121.00,"Tank Car, Truck, and Ship Loaders"
8131,51-6064.00,"Textile Winding, Twisting, and Drawing Out Machine Setters, Operators, and Tenders"
8131,51-6091.00,"Extruding and Forming Machine Setters, Operators, and Tenders, Synthetic and Glass Fibers"
8131,51-9199.00,"Production Workers, All Other"
8131,51-9021.00,"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders"
8131,39-4011.00,Embalmers
8131,51-8093.00,"Petroleum Pump System Operators, Refinery Operators, and Gaugers"
8131,51-9012.00,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders"
8131,47-5013.00,"Service Unit Operators, Oil and Gas"
8131,47-5071.00,"Roustabouts, Oil and Gas"
8131,53-7071.00,Gas Compressor and Gas Pumping Station Operators
8131,53-7072.00,"Pump Operators, Except Wellhead Pumpers"
8131,53-7073.00,Wellhead Pumpers
8132,51-9151.00,Photographic Process Workers and Processing Machine Operators
8132,27-4021.00,Photographers
8132,27-4031.00,"Camera Operators, Television, Video, and Film"
8132,27-4032.00,Film and Video Editors
8132,39-3021.00,Motion Picture Projectionists
8132,49-9061.00,Camera and Photographic Equipment Repairers
8141,51-9197.00,Tire Builders
8141,51-9011.00,Chemical Equipment Operators and Tenders
8141,51-9199.00,"Production Workers, All Other"
8141,51-9032.00,"Cutting and Slicing Machine Setters, Operators, and Tenders"
8141,51-6099.00,"Textile, Apparel, and Furnishings Workers, All Other"
8141,49-3093.00,Tire Repairers and Changers
8141,51-9041.00,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders"
8142,51-2051.00,Fiberglass Laminators and Fabricators
8142,51-4072.00,"Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic"
8142,51-9041.00,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders"
8142,51-4051.00,Metal-Refining Furnace Operators and Tenders
8142,51-4191.00,"Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic"
8142,51-4021.00,"Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic"
8142,51-4023.00,"Rolling Machine Setters, Operators, and Tenders, Metal and Plastic"
8142,51-6091.00,"Extruding and Forming Machine Setters, Operators, and Tenders, Synthetic and Glass Fibers"
8142,51-9199.00,"Production Workers, All Other"
8142,51-4052.00,"Pourers and Casters, Metal"
8142,51-2021.00,"Coil Winders, Tapers, and Finishers"
8143,51-9196.00,"Paper Goods Machine Setters, Operators, and Tenders"
8143,51-9191.00,Adhesive Bonding Machine Operators and Tenders
8143,43-9051.00,"Mail Clerks and Mail Machine Operators, Except Postal Service"
8143,51-4031.00,"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic"
8143,51-9032.00,"Cutting and Slicing Machine Setters, Operators, and Tenders"
8151,51-6064.00,"Textile Winding, Twisting, and Drawing Out Machine Setters, Operators, and Tenders"
8151,45-2091.00,Agricultural Equipment Operators
8151,51-6091.00,"Extruding and Forming Machine Setters, Operators, and Tenders, Synthetic and Glass Fibers"
8151,51-2021.00,"Coil Winders, Tapers, and Finishers"
8151,51-6099.00,"Textile, Apparel, and Furnishings Workers, All Other"
8152,51-6063.00,"Textile Knitting and Weaving Machine Setters, Operators, and Tenders"
8152,51-6064.00,"Textile Winding, Twisting, and Drawing Out Machine Setters, Operators, and Tenders"
8152,51-6062.00,"Textile Cutting Machine Setters, Operators, and Tenders"
8152,51-6099.00,"Textile, Apparel, and Furnishings Workers, All Other"
8153,51-6031.00,Sewing Machine Operators
8153,51-6051.00,"Sewers, Hand"
8153,51-6052.00,"Tailors, Dressmakers, and Custom Sewers"
8153,39-3092.00,Costume Attendants
8153,51-6062.00,"Textile Cutting Machine Setters, Operators, and Tenders"
8153,51-6092.00,Fabric and Apparel Patternmakers
8153,51-6042.00,Shoe Machine Operators and Tenders
8154,51-6061.00,Textile Bleaching and Dyeing Machine Operators and Tenders
8154,51-6099.00,"Textile, Apparel, and Furnishings Workers, All Other"
8155,51-6099.00,"Textile, Apparel, and Furnishings Workers, All Other"
8155,51-6061.00,Textile Bleaching and Dyeing Machine Operators and Tenders
8155,51-9023.00,"Mixing and Blending Machine Setters, Operators, and Tenders"
8155,51-9199.00,"Production Workers, All Other"
8156,51-6042.00,Shoe Machine Operators and Tenders
8156,51-6062.00,"Textile Cutting Machine Setters, Operators, and Tenders"
8156,51-9031.00,"Cutters and Trimmers, Hand"
8156,51-9032.00,"Cutting and Slicing Machine Setters, Operators, and Tenders"
8156,49-9041.00,Industrial Machinery Mechanics
8156,51-6041.00,Shoe and Leather Workers and Repairers
8157,51-6011.00,Laundry and Dry-Cleaning Workers
8157,39-3093.00,"Locker Room, Coatroom, and Dressing Room Attendants"
8157,51-6021.00,"Pressers, Textile, Garment, and Related Materials"
8157,37-1011.00,First-Line Supervisors of Housekeeping and Janitorial Workers
8159,51-6063.00,"Textile Knitting and Weaving Machine Setters, Operators, and Tenders"
8159,51-6064.00,"Textile Winding, Twisting, and Drawing Out Machine Setters, Operators, and Tenders"
8159,51-6099.00,"Textile, Apparel, and Furnishings Workers, All Other"
8159,51-6091.00,"Extruding and Forming Machine Setters, Operators, and Tenders, Synthetic and Glass Fibers"
8159,51-6092.00,Fabric and Apparel Patternmakers
8160,51-3091.00,"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders"
8160,51-3092.00,Food Batchmakers
8160,51-3093.00,Food Cooking Machine Operators and Tenders
8160,51-9012.00,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders"
8160,51-9193.00,Cooling and Freezing Equipment Operators and Tenders
8160,53-7063.00,Machine Feeders and Offbearers
8160,51-9192.00,"Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders"
